HUC12,NAME,Amphibian_summed_Composite_Index_score,Amphibian_standardized_Composite_Index_score__0_1_,Amphibian_Quantile_rank,Bird_summed_Composite_Index_score,Bird_standardized_Composite_Index_score__0_1_,Bird_Quantile_rank,Mammal_summed_Composite_Index_score,Mammal_standardized_Composite_Index_score__0_1_,Mammal_Quantile_rank,Reptile_summed_Composite_Index_score,Reptile_standardized_Composite_Index_score__0_1_,Reptile_Quantile_rank,Macrorefugua_summed_Composite_Index_score,Macrorefugia_standardized_Composite_Index_score__0_1_,Macrorefugia_Quantile_rank
150400030704,Woodhaul Canyon,-0.430000000000000,0.070000000000000,1,-0.590000000000000,0.140000000000000,1,-0.380000000000000,0.170000000000000,2,-0.220000000000000,0.130000000000000,2,0.530000000000000,0.710000000000000,5
150400030705,Table Top Mountain,-0.140000000000000,0.110000000000000,3,-0.600000000000000,0.140000000000000,1,-0.400000000000000,0.160000000000000,2,0.230000000000000,0.200000000000000,4,0.470000000000000,0.700000000000000,5
150400030706,Mansfield Wash,-0.130000000000000,0.110000000000000,3,-0.680000000000000,0.120000000000000,1,-0.500000000000000,0.140000000000000,1,0.160000000000000,0.190000000000000,4,0.400000000000000,0.680000000000000,5
150400030708,Lone Mountain,-0.070000000000000,0.120000000000000,3,-0.680000000000000,0.120000000000000,1,-0.700000000000000,0.100000000000000,1,0.200000000000000,0.190000000000000,4,0.270000000000000,0.650000000000000,4
150400030709,Three Mile Tank,0.240000000000000,0.160000000000000,4,-0.740000000000000,0.110000000000000,1,-0.590000000000000,0.120000000000000,1,0.520000000000000,0.240000000000000,5,0.260000000000000,0.650000000000000,4
150400030711,Bobcat Hill,0.270000000000000,0.160000000000000,4,-0.280000000000000,0.210000000000000,2,-0.330000000000000,0.180000000000000,2,0.390000000000000,0.220000000000000,5,0.490000000000000,0.700000000000000,5
150400030712,Gore Canyon,-0.110000000000000,0.110000000000000,3,-0.570000000000000,0.150000000000000,1,-0.370000000000000,0.170000000000000,2,0.020000000000000,0.170000000000000,3,0.390000000000000,0.680000000000000,4
150400030713,Rustler Draw,0.730000000000000,0.230000000000000,5,-0.150000000000000,0.240000000000000,3,-0.420000000000000,0.160000000000000,2,0.560000000000000,0.250000000000000,5,0.160000000000000,0.630000000000000,4
150400030714,140500030714,4.750000000000000,0.760000000000000,5,-0.490000000000000,0.160000000000000,1,-0.720000000000000,0.090000000000000,1,4.520000000000000,0.840000000000000,5,-0.210000000000000,0.540000000000000,2
150400010301,Horse Camp Canyon,0.030000000000000,0.130000000000000,3,0.270000000000000,0.330000000000000,4,-0.130000000000000,0.220000000000000,3,-0.280000000000000,0.120000000000000,2,0.860000000000000,0.790000000000000,5
130201021005,Canones Creek,0.350000000000000,0.170000000000000,5,0.950000000000000,0.490000000000000,5,0.830000000000000,0.440000000000000,5,-0.330000000000000,0.110000000000000,2,0.600000000000000,0.730000000000000,5
130500030102,Gran Quivera,-0.270000000000000,0.090000000000000,2,-0.470000000000000,0.170000000000000,1,-0.210000000000000,0.210000000000000,3,0.030000000000000,0.170000000000000,3,-0.200000000000000,0.540000000000000,2
130500030103,Forest Well,-0.180000000000000,0.110000000000000,2,-0.100000000000000,0.250000000000000,3,-0.080000000000000,0.240000000000000,3,-0.010000000000000,0.160000000000000,3,-0.230000000000000,0.540000000000000,2
130500030104,White Lake,-0.340000000000000,0.080000000000000,2,-0.350000000000000,0.190000000000000,2,-0.690000000000000,0.100000000000000,1,0.100000000000000,0.180000000000000,4,-0.010000000000000,0.590000000000000,3
130500030105,Town of Claunch,0.120000000000000,0.150000000000000,4,0.240000000000000,0.330000000000000,4,-0.230000000000000,0.200000000000000,2,0.030000000000000,0.170000000000000,3,0.290000000000000,0.660000000000000,4
130500030106,Victor Tank,-0.270000000000000,0.090000000000000,2,-0.140000000000000,0.240000000000000,3,-0.570000000000000,0.120000000000000,1,0.060000000000000,0.170000000000000,4,0.200000000000000,0.640000000000000,4
130500030502,Nogal Creek,-0.100000000000000,0.110000000000000,3,0.800000000000000,0.450000000000000,5,1.020000000000000,0.490000000000000,5,-0.470000000000000,0.090000000000000,1,0.700000000000000,0.750000000000000,5
